datetime,underlying_price,NIFTY27JAN2625200CE,NIFTY27JAN2625300CE,NIFTY27JAN2625400CE,NIFTY27JAN2625500CE,NIFTY27JAN2625600CE,NIFTY27JAN2625700CE,NIFTY27JAN2625800CE,NIFTY27JAN2625900CE,NIFTY27JAN2626100CE,NIFTY27JAN2626200CE,NIFTY27JAN2626300CE,NIFTY27JAN2626400CE,NIFTY27JAN2626500CE,NIFTY27JAN2623800PE,NIFTY27JAN2623900PE,NIFTY27JAN2624000PE,NIFTY27JAN2624100PE,NIFTY27JAN2624200PE,NIFTY27JAN2624300PE,NIFTY27JAN2624400PE,NIFTY27JAN2624500PE,NIFTY27JAN2624600PE,NIFTY27JAN2624700PE,NIFTY27JAN2624800PE,NIFTY27JAN2624900PE,NIFTY27JAN2625000PE,NIFTY27JAN2625100PE
07-01-2026 09:15,26111.65,0.12662,0.1233,0.11741,0.11315546929836273,0.11005,0.10576,0.10191880911588669,0.09724,0.09397,0.09187,0.09041,0.08908,0.08795,0.1784,0.17237,0.16928,0.16639891266822815,0.1576,0.1524,0.14697,0.14105,0.13613,0.13085,0.1264,0.12142,0.11631,0.1115
07-01-2026 09:20,26141.4,0.08632,0.10939763486385345,0.10947904735803604,0.11779,0.11197,0.11028,0.10440301895141602,0.0996309369802475,0.09619,0.09413,0.09236,0.09057,0.08925,0.17962,0.17477,0.16852226853370667,0.16534,0.15730154514312744,0.1542,0.14753,0.14274,0.13849,0.13282,0.12758877873420715,0.12363,0.11729630827903748,0.11353
07-01-2026 09:25,26139.35,0.09147,0.10569331794977188,0.09514,0.09933,0.09599,0.09204,0.09216,0.08954,0.08861,0.08697,0.08627,0.08541,0.08628519624471664,0.1801,0.17574,0.17154,0.16567,0.15927,0.15265163779258728,0.14919,0.14245,0.13806,0.13242,0.12877,0.12349,0.11817,0.11425874382257462
07-01-2026 09:30,26128.95,0.1086,0.10842,0.1115,0.12248,0.10715,0.11098,0.10345,0.09832216054201126,0.09511,0.09304,0.09123,0.08931252360343933,0.08843,0.18174,0.17414243519306183,0.17206,0.16502,0.15755,0.15174782276153564,0.14691,0.14209,0.13721,0.13184,0.12722,0.12252,0.11729,0.112
07-01-2026 09:35,26131.9,0.10462,0.10538,0.12459,0.12051,0.11225,0.11294,0.10544,0.10006585717201233,0.09630616009235382,0.09412,0.09136,0.09014,0.08885,0.18193,0.17427214980125427,0.17226,0.16522,0.15924,0.15334,0.14784,0.1423,0.13618551194667816,0.13219,0.12733,0.12295,0.11707,0.11366983503103256
07-01-2026 09:40,26145.15,0.07079,0.07639,0.08313,0.08523,0.09279362857341766,0.08734,0.09007153660058975,0.0874820426106453,0.08386,0.08612919598817825,0.08301,0.08262,0.08249,0.18277,0.1782,0.17265,0.16631,0.15883,0.15343,0.14961,0.14337,0.1382,0.13313,0.12864,0.12374,0.11872,0.11447998881340027
07-01-2026 09:45,26113.1,0.11111202836036682,0.11837,0.10826,0.11514,0.1083,0.1055,0.10226,0.09622514992952347,0.09438,0.09237,0.09075,0.08879375457763672,0.08809,0.18107,0.17468,0.1704,0.16426,0.157,0.15289,0.14697,0.14089,0.13571,0.13075,0.12599,0.12096,0.1164199560880661,0.11071
07-01-2026 09:50,26110.0,0.1129622831940651,0.12087,0.10978,0.10952189564704895,0.10533148795366287,0.10476,0.09939,0.0968,0.09316,0.09122,0.08945,0.08786433935165405,0.08699,0.178374782204628,0.1745,0.17045,0.16386,0.15681,0.15155,0.14694,0.1402711570262909,0.13566,0.13068,0.12601,0.12004715949296951,0.11607,0.11095
07-01-2026 09:55,26108.9,0.13029,0.12175,0.13487,0.11982137709856033,0.12009,0.11328,0.10731284320354462,0.10241907835006714,0.10032,0.09739,0.09479,0.09256,0.09083,0.18084,0.17444,0.16945,0.16358,0.15675,0.1508786827325821,0.14636,0.14063,0.1353,0.12958861887454987,0.12571,0.12047,0.11592124402523041,0.10983
07-01-2026 10:00,26140.3,0.09239,0.0877,0.115,0.11531,0.11123,0.10752,0.10161,0.09790246933698654,0.09459860622882843,0.09255,0.09062,0.08911,0.08827194571495056,0.1828,0.17745,0.1717,0.16515,0.16067,0.15356,0.1481,0.14259,0.13606005907058716,0.13216,0.12774,0.12248,0.11736465990543365,0.1122
07-01-2026 10:05,26142.95,0.10034607350826263,0.08237,0.11304,0.10536906123161316,0.11037,0.11308,0.11004,0.10336,0.09909,0.09616,0.09205422550439835,0.09181,0.09023,0.18298,0.17622,0.1714,0.16534,0.15961,0.15374,0.14828,0.14278,0.13766,0.13236,0.12794,0.12247,0.11739,0.11183
07-01-2026 10:10,26159.15,0.10591,0.11189,0.09886,0.10581871122121811,0.10577648878097534,0.10752159357070923,0.10588,0.10055284202098846,0.09746,0.09524,0.09264,0.09117,0.08945,0.17957910895347595,0.17469656467437744,0.17292,0.16683,0.15886849164962769,0.15501,0.14937,0.14421,0.13893,0.1335,0.12947,0.12462,0.11843,0.11309
07-01-2026 10:15,26183.8,0.12049,0.09722,0.11136,0.09406,0.09202,0.0962129682302475,0.09326,0.08786,0.08933332562446594,0.08779691159725189,0.08527,0.08415,0.08545993268489838,0.18267,0.1759912222623825,0.17425,0.16842,0.16269,0.15663,0.15173,0.14572,0.14048,0.13536,0.13028,0.12548,0.12019,0.115
07-01-2026 10:20,26169.15,0.13492,0.11376,0.12267,0.11131472885608673,0.10785,0.10319698601961136,0.09695,0.09399,0.09255688637495041,0.08918,0.08778,0.08646,0.08546,0.18381,0.17694,0.1709839403629303,0.1675,0.15862812101840973,0.1550656110048294,0.15024,0.14295241236686707,0.13994,0.13449,0.12949,0.12431,0.11901,0.11379
07-01-2026 10:25,26152.25,0.14819,0.11685,0.1055,0.10144,0.10041889548301697,0.09958678483963013,0.09325,0.09388,0.0913388729095459,0.08801,0.08672,0.0857,0.08459,0.18279,0.1759,0.16931858658790588,0.16448310017585754,0.16026,0.15459,0.14949,0.14378,0.13834,0.13291,0.12889,0.1234,0.11784,0.11258
07-01-2026 10:30,26130.45,0.14045,0.13392,0.12199,0.11400772631168365,0.10905294865369797,0.10631,0.10164,0.09839,0.09407,0.091401606798172,0.08895750343799591,0.0883,0.08712,0.18145,0.17666,0.17139,0.16528,0.158357173204422,0.15318,0.14805,0.14233,0.13686,0.1314,0.12709,0.1217,0.11602,0.11311803758144379
07-01-2026 10:35,26133.05,0.13848,0.13213,0.12161101400852203,0.11192724853754044,0.109,0.10357,0.10375,0.09754,0.09567537903785706,0.09299,0.08983557671308517,0.08935,0.08769,0.1795811504125595,0.17607,0.17133,0.16478,0.1584915965795517,0.15317,0.1486,0.14162857830524445,0.13675,0.13159,0.12694,0.12169,0.11696510761976242,0.11086
07-01-2026 10:40,26144.05,0.12857961654663086,0.1239,0.11709511280059814,0.11069,0.10629331320524216,0.10253,0.09983423352241516,0.09761,0.09417253732681274,0.09067,0.08821061998605728,0.08738,0.08609,0.18288,0.17509254813194275,0.17204,0.1655,0.15977,0.15409,0.14898,0.14327,0.13781,0.13264,0.12761,0.12254650890827179,0.11697,0.11349303275346756
07-01-2026 10:45,26141.15,0.12448,0.12031307071447372,0.11456,0.114,0.10828,0.10332,0.10041,0.09745,0.09195,0.09043,0.08885,0.0875200629234314,0.08575,0.18131,0.1766,0.16922837495803833,0.16533,0.15938,0.15392,0.14844,0.14292,0.13762,0.13204,0.12718,0.12241,0.11676,0.11344096064567566
07-01-2026 10:50,26146.85,0.15441,0.12166,0.12264,0.12576,0.1124696359038353,0.10062,0.10180053114891052,0.10421,0.09751,0.09502,0.09229,0.09052,0.08866,0.18168,0.17471441626548767,0.17128,0.1657,0.1585703045129776,0.15411,0.14865,0.14331,0.13772,0.13245,0.12747,0.12241,0.11671,0.11127
07-01-2026 10:55,26168.55,0.11618,0.09908,0.10582,0.1044946163892746,0.10027,0.09883,0.09819,0.09465,0.09256,0.0906,0.08877,0.08737,0.08584,0.18331,0.17727,0.17315,0.16687,0.16117,0.1539219170808792,0.1501,0.14478,0.13937,0.13411,0.12903,0.12181749194860458,0.11815,0.11277
07-01-2026 11:00,26160.15,0.14217,0.10926,0.12493,0.12832,0.11709,0.11632,0.11182,0.10649,0.0996,0.09689,0.09419,0.09188,0.0898301973938942,0.18281,0.17727,0.17264,0.16635,0.15933817625045776,0.155,0.14973,0.1444,0.13896,0.1334,0.12844,0.12318,0.11743,0.11204
07-01-2026 11:05,26182.1,0.10828262567520142,0.06317,0.10803,0.11224,0.11009,0.10412,0.09991,0.09817,0.0919,0.09074845910072327,0.08838,0.08688,0.0856,0.18446,0.17867,0.17404,0.16776,0.16186,0.1546575427055359,0.15102,0.14572,0.13959883153438568,0.13508,0.12753458321094513,0.12479,0.11928,0.11373
07-01-2026 11:10,26166.7,0.12072029709815979,0.10165,0.12041,0.11055468022823334,0.10432,0.10175251960754395,0.09653,0.09457506984472275,0.08991,0.08867,0.08711586892604828,0.08535,0.08431,0.18353,0.1772,0.17284,0.16679,0.16173,0.15382,0.14864930510520935,0.14469,0.13988,0.13401,0.12735329568386078,0.1239,0.11804,0.11274
07-01-2026 11:15,26148.15,0.15103,0.12068,0.12099789828062057,0.11697,0.10479,0.10114,0.10383,0.10015,0.09603765606880188,0.09307,0.09020769596099854,0.08902,0.08724,0.18212,0.17646,0.16971510648727417,0.16562,0.1597,0.15445,0.14843,0.14362,0.13802,0.13232,0.12628856301307678,0.12244,0.11685,0.11124
07-01-2026 11:20,26148.9,0.13325,0.11994487047195435,0.13221,0.10563,0.10438,0.1005752682685852,0.09484,0.09535,0.0912,0.08892,0.08742,0.0862,0.08517,0.18004193902015686,0.17612,0.17222,0.16569,0.15896914899349213,0.15412,0.14849,0.14368,0.13808,0.13238,0.1278,0.12108270078897476,0.11682,0.11139
07-01-2026 11:25,26140.4,0.14019,0.12521050870418549,0.13724,0.11602,0.10911,0.10795362293720245,0.10103785991668701,0.09602752327919006,0.09357,0.09134227782487869,0.08967,0.08807,0.08663,0.1795303225517273,0.17534,0.17146,0.16493,0.15901,0.15337,0.14726099371910095,0.14296,0.13721,0.13166,0.12563714385032654,0.12146,0.1159,0.11031
07-01-2026 11:30,26144.45,0.13223,0.1238,0.13491,0.12795,0.10692,0.10959,0.11051,0.10497,0.09905,0.0955,0.0933,0.09089,0.08913,0.18165,0.17587,0.17124,0.16588,0.1595,0.15265116095542908,0.14739131927490234,0.14324,0.13734,0.13195,0.12677,0.12154,0.11602,0.11071
07-01-2026 11:35,26160.05,0.1379,0.10954,0.12705,0.11342,0.1144,0.09898,0.09861,0.0955,0.09112,0.08876,0.08750925958156586,0.08612,0.08473,0.18262,0.17686,0.17249,0.16689,0.16051,0.15488,0.14989,0.1443,0.13873,0.13333,0.12776,0.12119237333536148,0.11739,0.11192
07-01-2026 11:40,26147.1,0.13515250384807587,0.12168,0.13513,0.11628,0.12094,0.10735,0.10434,0.09811200946569443,0.09297,0.09119,0.08937,0.08741,0.08616,0.18184,0.17607,0.16946512460708618,0.16608,0.15948,0.15385,0.14842,0.14201557636260986,0.13755,0.13244,0.12735,0.12187,0.11653,0.11076
07-01-2026 11:45,26136.15,0.15533,0.13021,0.12347,0.11758336424827576,0.1118747815489769,0.10719,0.10479,0.09917,0.09505,0.09244,0.09021,0.08851643651723862,0.08711,0.18118,0.17565,0.16900847852230072,0.16517,0.15878,0.15314,0.14771,0.14255,0.13711,0.13168,0.12657,0.12108,0.11626075208187103,0.11045
07-01-2026 11:50,26138.65,0.15371,0.12839,0.12183,0.10693,0.11294,0.10234221816062927,0.09573,0.09332,0.08996,0.08826,0.08661,0.0864846259355545,0.08458,0.18163,0.17566,0.16902633011341095,0.16488,0.15896,0.15312,0.1477,0.14256,0.13613426685333252,0.13173,0.127,0.12127,0.11611,0.11082
07-01-2026 11:55,26126.7,0.14144840836524963,0.13681,0.12309582531452179,0.11165,0.11006,0.10405,0.10053,0.0968,0.09366751462221146,0.09077,0.0888163149356842,0.08749,0.08637,0.18119,0.17393964529037476,0.17019,0.16413,0.1582,0.15235,0.14692,0.14193,0.13603,0.13077,0.12604,0.12062,0.11541,0.11042
07-01-2026 12:00,26121.55,0.16447,0.14018,0.12062,0.11784270405769348,0.11013224720954895,0.10525,0.10099,0.09795,0.09277,0.09077,0.08877,0.08751820027828217,0.08587,0.18089,0.17468,0.17036,0.16382,0.15788,0.15251153707504272,0.14659,0.1401306539773941,0.13584,0.13042,0.12544,0.12036,0.11541,0.11002
07-01-2026 12:05,26110.95,0.17059,0.13884277641773224,0.12592,0.11854,0.11393,0.10904,0.10471,0.09872190654277802,0.09505,0.09261,0.0892958790063858,0.08858196437358856,0.08731,0.18024,0.17388,0.16946,0.16361,0.1564958542585373,0.15110191702842712,0.14608,0.14106,0.13542,0.13009,0.12564,0.12023,0.1149,0.10954
07-01-2026 12:10,26110.45,0.1474822759628296,0.14699,0.12624,0.12268,0.11461010575294495,0.10926,0.10682,0.10029,0.09643,0.09378,0.09151,0.08936,0.08841457217931747,0.18051,0.17387,0.1673707664012909,0.16336,0.15632,0.15152,0.14588,0.14087,0.13554,0.13007,0.12538,0.11999,0.11469,0.10926
07-01-2026 12:15,26107.4,0.1726,0.14697161316871643,0.1281,0.11898213624954224,0.11404740810394287,0.11083,0.10355,0.10125,0.09467,0.09205,0.09009,0.08853,0.08725,0.18033,0.17372,0.16902,0.16318,0.15679,0.1505880355834961,0.14568,0.14051,0.1352,0.13013,0.1254,0.11967,0.11637857556343079,0.11258239299058914
